OccurrenceID,GUID,Herbarium,Collection,Dataset,Accession,Catalog,Barcode,Other Catalog Numbers,Information Withheld,Basis of Record,Family,Accepted Name,Scientific Name,Notho Genus,Genus,Notho Species,Specific Epithet,Specific Authors,Infraspecific Rank,Notho Infraspecies,Infraspecific Epithet,Infraspecific Authors,Hybrid Symbol,2nd Notho Genus,2nd Genus,2nd Notho Species,2nd Specific Epithet,2nd Specific Authors,2nd Infraspecific Rank,2nd Notho Infraspecies,2nd Infraspecific Epithet,2nd Infraspecific Authors,Cultivar,Name Qualifier,Qualifier Position,Type Specimen?,Type Status,Specimen Notes,Phenology,Origin,Cultivated?,Imaged?,Site Number,Collector,Collector Number,Other Collectors,Day Collected,Month Collected,Year Collected,Verbatim Collection Date,Country,State or Province,County,Locality,Site Description,Verbatim Elevation,Minimum Elevation in Meters,Maximum Elevation in Meters,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Valid LatLng,Geodetic Datum,Coordinate Uncertainty in Meters,Georeferenced By,Georeference Sources,Georeference Remarks,,,,,,,,,,,,,,,
4082547,911a4b91-a696-4e09-aaf3-b9892a3d1e51,WS,,,,73799,,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30867550.,flowering,,N,N,,J. William Thompson,11 542,,18,5,1935,5/18/35,United States,Washington,Kittitas,Open rocky ridge near Liberty.,,,,,,47.25389,-120.66417,Y,,,,,,,,,,,,,,,,,,,,
125727,a187da3e-ec6b-495b-8ef9-6177d179085c,WTU,Vascular Plants,,4850JWT,,WTU-V-081099,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,10731,,21,6,1934,,U.S.A.,Washington,Chelan,"Three Brothers, Wenatchee Mountains.",Upper alpine rocky slopes.,5000 ft.,1524,,,47.43891,-120.74198,Y,WGS84,2000,WTU Staff,Georeferenced,,,,,,,,,,,,,,,,
125729,83469d6b-c118-4938-9fe2-1c3ebfdd4377,WTU,Vascular Plants,,4855JWT,,WTU-V-081093,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,10459,,12,5,1934,,U.S.A.,Washington,Kittitas,"Along Boulder Creek, Wenatchee Mountains.",Rock serpentine slopes.,3500 ft.,1067,,,47.405467,-120.901699,Y,WGS 84,1995,David Giblin,Digital Map,,,,,,,,,,,,,,,,
126091,964ee8c9-27db-4429-9323-eaac6e01b734,WTU,Vascular Plants,,4843JWT,,WTU-V-081089,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,10705,,18,6,1934,,U.S.A.,Washington,Kittitas,"Along Boulder Creek, Wenatchee Mountains.",Serpentine rock slides.,3500 ft.,1067,,,47.198258,-120.4389,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
125719,1468595c-777d-4fc5-b952-df894786e0b4,WTU,Vascular Plants,,17117JWT,,WTU-V-060485,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,9503,,20,7,1933,,U.S.A.,Washington,Kittitas,"At head of Beverly Creek, Wenatchee Mountains.",High alpine ridges.,5500 ft.,1677,,,47.416844,-120.885428,Y,WGS 84,3000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
125720,ef43c4aa-4f9a-43b9-9d0d-8b4672a5f5b1,WTU,Vascular Plants,,26522,,WTU-V-060484,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,9503,,20,7,1933,,U.S.A.,Washington,Kittitas,"At head of Beverly Creek, Wenatchee Mountains.",High alpine ridges.,5000 ft.,1524,,,47.419342,-120.888604,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
126090,ce396dd3-1c18-4a03-b616-b3a794a21ada,WTU,Vascular Plants,,17097JWT,,WTU-V-081091,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,8979,,11,6,1933,,U.S.A.,Washington,Chelan,"Stuart Ridge, Wenatchee Mountains.",Open slopes.,4000 ft.,1220,,,47.47024,-120.78503,Y,WGS84,13000,WTU Staff,Georeferenced,,,,,,,,,,,,,,,,
3233341,b6908d61-2a24-453c-bd57-c88041f201f1,EWU,Vascular Plants,,3646,,,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,,Flowers & Fruits,Native,N,Y,,J. William Thompson,8979,,11,6,1933,,U.S.A.,Washington,Chelan,Stuart Range,Open slopes.,4500 ft.,1372,,,47.47006,-120.785604,Y,WGS 84,12000,Robert F. Steinauer,Google Earth,,,,,,,,,,,,,,,,
4082548,c5dcb408-26a5-496d-85c9-28b7bda7c450,WS,,,,100688,,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30867551.,flowering,,N,N,,J.W. Thompson,9503,,20,7,1933,7/20/33,United States,Washington,Kittitas,High alpine ridges at head of Beverly Creek.,,,,,,47.372454,-120.877017,Y,,,,,,,,,,,,,,,,,,,,
125624,96fe2c3b-df30-4b00-9833-83c9fa8d5c48,WTU,Vascular Plants,,17044JWT,,WTU-V-060492,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,"Mr. Higman often camped there, and while he informed me that the above came from near Quincy, yet this is very unlikely.",Flowers,Native,N,Y,,H. W. Higman,s.n.,,,6,1932,,U.S.A.,Washington,,"Probably from near Ingall's Camp, Wenatchee Mountains.",,2000 ft.,610,,,,,,,,,,,,,,,,,,,,,,,,,
152427,26c6f242-b520-44dd-81bc-1877b4cfad07,WTU,Vascular Plants,,17045,,WTU-V-000865,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,Y,Cotype,,Flowers,Native,N,Y,,J. William Thompson,8742,,13,7,1932,,U.S.A.,Washington,Kittitas,Along Beverly Creek.,Open slopes below cliffs.,4000 ft.,1220,,,47.372454,-120.877017,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
152428,bff1830d-71f8-4359-aaaa-3ac2bf49d5a8,WTU,Vascular Plants,,17116JWT,,WTU-V-000866,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,Y,Cotype,,Flowers & Fruits,Native,N,Y,,J. William Thompson,8742,,13,7,1932,,U.S.A.,Washington,Kittitas,Wenatchee Mountains. Near head of Beverly Creek.,Talus slopes.,5000 ft.,1524,,,47.419167,-120.88972,Y,WGS 84,1000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
4082546,ec0e8bab-9849-4a0d-ae4f-dce2229b7d33,WS,,,,100689,,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30867549.,flowering,,N,N,,J.W. Thompson,8742,,13,7,1932,7/13/32,United States,Washington,Kittitas,Talus slopes near head of Beverly Creek.,,,,,,47.372454,-120.877017,Y,,,,,,,,,,,,,,,,,,,,
4258713,{718659CA-9DAF-4C8A-A746-19424BCD4BEC},OSC,V,,,,,OSC126523,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,N,,Https://oregonflora.org/collections/individual/index.php?occid=1016180.,,,N,N,,James W. Thompson,8741,J.Wm. Thompson,13,7,1932,,United States,Washington,Kittitas,Broken serpentine rock slides near head of Beverly Creek.,Broken serpentine rock slides.,5500 ft.,1676,,,,,,,,,,,,,,,,,,,,,,,,,
152425,6dd8740b-97d2-4189-847d-8bfe21413e8f,WTU,Vascular Plants,,17017JWT,,WTU-V-000864,,,PreservedSpecimen,Boraginaceae,Oreocarya thompsonii,Cryptantha thompsonii,,Cryptantha,,thompsonii,,,,,,,,,,,,,,,,,,,Y,Isotype,,Flowers & Fruits,Native,N,Y,,J. William Thompson,7663,,27,7,1931,27-31 July 1931,U.S.A.,Washington,Chelan,Wenatchee Mountains. Mount Stuart Region. Crest of Iron Mountain.,Rocky open crest.,7000 ft.,2134,,,47.41222,-120.71417,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
3778141,dfbcdcfd-54ba-4be0-8654-e39aa61daab8,WTU,Vascular Plants,,,,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Scattered along south ridgeline; petals purple; taproot deep.,Flowers,Native,N,N,,Payton Danosky,24-115,"Iris Dimpsey, Winston Hackett, Ted Alway, Adam Schneider, and David Giblin",10,7,2024,,U.S.A.,Washington,Kittitas,"Okanogan-Wenatchee National Forest. Wenatchee Mountains, Small Fortune Peak summit area.","Phlox diffusa, Chaenactis thompsonii, and Packera streptanthifolia common. Serpentine and other ultramafic rocks primary geological influences.",2010 m.,2010,,"47.46345° N,  120.96522° W",47.46345,-120.96522,Y,WGS 84,100,,GPS,,,,,,,,,,,,,,,,
3551689,43a94027-35cd-4303-b6b1-25edb59242b9,WTU,Vascular Plants,,428532,,WTU-V-084342,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Scattered on North and East facing slope; foliage glaucous-grey.,Fruits,Native,N,Y,,Brielle Cañares,22-47,"Sophia Ronan, David Giblin",20,7,2022,,U.S.A.,Washington,Kittitas,Wenatchee National Forest. Bean Creek Basin. Judi's Peak.,"Summit area and 50 m radius in all direction on N-facing slope; 50 m along E-W ridgeline; common species Sabulina nuttalii, Heuchera cylindrica, Elymus elmoides and Aspidotis densa; rock substrate apparently ultramafic.",1970 m.,1970,,"47.41136° N,  120.8701° W",47.41136,-120.8701,Y,WGS 84,300,David Giblin,Digital Map,,,,,,,,,,,,,,,,
3552258,cd6615a6-da32-4498-8b0f-02b924754b08,WTU,Vascular Plants,,428529,,WTU-V-084341,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Locally common along eastern ridge; leaf segments largely spaced; stems erect.,Flowers,Native,N,Y,,Samantha Lieberman,22-9,"Brielle Canares, Sophia Ronan, Gary Brill, David Giblin",5,7,2022,,U.S.A.,Washington,Kittitas,Okanogan-Wenatchee National Forest; Alpine Lakes Wilderness; Freedom Peak.,"Block summit of ultramafic rock with steep scree slope on south side, and a mix of rocks and rocky,loose soil for all other exposures; area surveyed from summit to just above treeline. Species abundance varying with aspect with Lomatium cuspidatum, Claytonia megarhiza, and Solidago multiradiata common in different places.",1935 m.,1935,,"47.40731° N,  120.79234° W",47.40731,-120.79234,Y,WGS 84,150,,Digital map,,,,,,,,,,,,,,,,
3552259,a6f03bd4-7ab8-4e81-81eb-4fdc143b877a,WTU,Vascular Plants,,428530,,WTU-V-084340,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Stems short or prostrate; leaf segments small; densely compacted.,Flowers,Native,N,Y,,Samantha Lieberman,22-12,"Brielle Canares, Sophia Ronan, Gary Brill, David Giblin",5,7,2022,,U.S.A.,Washington,Kittitas,Okanogan-Wenatchee National Forest; Alpine Lakes Wilderness; Freedom Peak.,"Block summit of ultramafic rock with steep scree slope on south side, and a mix of rocks and rocky,loose soil for all other exposures; area surveyed from summit to just above treeline. Species abundance varying with aspect with Lomatium cuspidatum, Claytonia megarhiza, and Solidago multiradiata common in different places.",1935 m.,1935,,"47.40731° N,  120.79234° W",47.40731,-120.79234,Y,WGS 84,150,,Digital map,,,,,,,,,,,,,,,,
4159080,637adae0-937a-42d7-9783-4328fccf59a3,WS,,,,397779,,WS002258,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"Widely scattered, ca 200 plants on midslope. Herbage glaucous, flowers purple. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=31103575.",Flowering & Fruiting,,N,Y,,Walter Fertig,35509,,19,6,2022,,United States,Washington,Kittitas,"East Cascades ecoregion: Wenatchee Mountains, west slope of Iron Mountain south of Iron Mountain Trail and north of Eldorado Creek, east of DeRoux Campground. T22N R15E S2 SW4 NW4 SE4 SW4.","Steep west and southwest-facing slope of serpentine talus and bedrock with scattered Pinus ponderosa, Pseudotsuga menziesii, and Pinus albicaulis. Veg cover 10-20% or less.",4750 ft,1448,,,47.42089,-120.928099,Y,WGS84,,Fertig,,,,,,,,,,,,,,,,,
3505563,b9654529-2656-47a3-833e-4efad7c83698,WTU,Vascular Plants,,428498,,WTU-V-084391,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Corollas purple; leaves basal; glaucous; common at lower part of alpine zone.,Flowers and Fruits,Native,N,Y,,Ava Kloss-Schmidt,21-90,,6,7,2021,,U.S.A.,Washington,Kittitas,Okanogan-Wenatche National Forest. Earl Peak. From summit to 100 m below the summit.,"Exposed ridge line and summit area with mixed geology; Potentilla tweedyi, Erigeron compositus, Polystichum sp., white bark pine.",2143 m.,2143,,"47.40994° N,  120.64286° W",47.410869,-120.843146,Y,WGS 84,250,David Giblin,Digital Map,,,,,,,,,,,,,,,,
3258875,8847342e-99d8-4bda-9eb1-67acc4c86151,CIC,Vascular Plants,,54437,,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"leaves 3D, glaucous",Fruits,,N,Y,,D. H. Mansfield,19094,M. Darrach,11,6,2019,,U.S.A.,Washington,Kittitas,About 1 mile up Iron Creek-Bear Ck. trail 1351 from end of FR 9714 off of HWY 97 between Ellensburg and Blewett Pass,"On barren south facing outcrop that appeared serpentine, but is basaltic, mafic but lacking ultramafic features; with Lupinus sp., Eriogonum compositum, Galium multifidum, Physaria sp., Cheilanthes sp., Boechera sp. and Hackelia sp. (white fld).",4130 ft.,1259,,"47.361° N,  120.7178° W",47.361,-120.7178,Y,WGS 84,,,Field Notes,,,,,,,,,,,,,,,,
186231,89773169-8b10-44c1-94f4-c04518082673,WTU,Vascular Plants,,418403,,WTU-V-039367,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"Foliage gray-green, strongly glaucous; plants forming small clumps in scree; local, not seen elsewhere along trail.",Fruits,Native,N,Y,,Ben Legler,12436,"David Giblin, Alex Harkness, Don Knoke",27,6,2012,,U.S.A.,Washington,Kittitas,Wenatchee National Forest: along Iron Creek Trail (Trail #1351) circa 0.5 miles from the trailhead; east side of Teanaway Ridge.,"Serpentine scree slope, west exposure; sparsely vegetated with Delphinium glareosum, Galium serpenticum, Eriogonum compositum, and Lomatium cuspidatum.",1224 m.,1224,,"47.361057° N,  120.717922° W",47.361057,-120.717922,Y,WGS 84,27,,Digital map,,,,,,,,,,,,,,,,
179752,965af8db-d12f-441b-84c1-defd01501cfa,WTU,Vascular Plants,,384007,,WTU-V-17098,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Flowers purple. Locally common. Material removed for genetic sequencing by J.F. Smith - Boise St. Univ. Mark Darrach 2/4/2016 at the University of Washington.,Flowers,Native,N,Y,,David Giblin,s.n.,Julie Monahan,4,7,2011,,U.S.A.,Washington,Kittitas,Okanogan-Wenatchee National Forest. Stafford Creek Trail. Approximately 2 kilometers before junction with Navajo Pass.,"Mostly unvegetated, open serpentine talus with slightly south-facing aspect.",,,,"47.4188° N,  120.8034° W",47.4188,-120.8034,Y,WGS 84,500,,Digital map,,,,,,,,,,,,,,,,
2503723,da5f2405-acc7-4c4c-823e-7e5b1fb8d0d3,WTU,Vascular Plants,,414932,,WTU-V-032851,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Pam Camp,s.n.,,,6,2009,,U.S.A.,Washington,Chelan,Wedge Mountain.,,,,,,47.515676,-120.706475,Y,WGS 84,1807,Crystal Shin,GeoLocate,,,,,,,,,,,,,,,,
166592,9ee4006e-e051-4ab9-9a9e-7145aa1c8600,WTU,Vascular Plants,,371608,,WTU-V-032264,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"Dark purple flowered perennial, common.",Flowers,Native,N,Y,,Valerie Soza,1854,"Sheila Olmstead, Keri Cardon, Richard G. Olmstead, Maria Gerace, Ryan Miller, Linda Brooking, Cole Brooking",7,7,2006,,U.S.A.,Washington,Kittitas,Beverly Creek Trail to Iron Peak. Pass behind Iron Peak.,Alpine area. Rocky dry soil. Ridgetop. Pinus albicaulis & Abies lasiocarpa forest.,6182 ft.,1885,,"47° 25.296' N,  120° 54.363' W",47.4216,-120.90605,Y,,1000,,,,,,,,,,,,,,,,,,
3972733,e63788bf-000e-4d1b-83ff-3cfde216a556,WS,,,,376861,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"Dark purple flowered perennial, common. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30750895.",,,N,N,,Valerie Soza; Sheila Olmstead,1854,"Keri Cardon, Richard G. Olmstead, Maria Gerace, Ryan Miller, Linda Brooking, Cole Brooking",7,7,2006,7/7/06,United States,Washington,Kittitas,Beverly Creek Trail to Iron Peak. Pass behind Iron Peak.,Alpine area. Rocky dry soil. Ridgetop. Pinus albicaulis & Abies lasiocarpa forest.,1885 m,1885,,,47.4216,-120.90605,Y,,,,Field measured,,,,,,,,,,,,,,,,
114129,508a9b28-e86f-4ac3-b101-1fcb19c2a89d,WTU,Vascular Plants,,384079,,WTU-V-032258,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Flowers purple-maroon; plant scattered in rocky soil.,Flowers,Native,N,Y,,Ben Legler,2753,,10,6,2005,,U.S.A.,Washington,Kittitas,In Beverly Creek Basin 0.9 miles due east of summit of Iron Peak; Wenatchee Mountains.,"Stabilized open west-facing talus; partly serpentine; with Polystichum lemmonii, Abies lasiocarpa.",5040 ft.,1537,,47° 24' 50 N,"  120° 52' 50"" W""",47.413889,-120.880556,Y,NAD 27,150,,,,,,,,,,,,,,,,,
3169077,,NOCA,Vascular Plants,,,NOCA    8878,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"ONE COMP PL.  FL YELLOW. ASSOCIATED SP:ABIES LASIOCARPA, PSEUDOTSUGA MENZIESII, SALIX SP, PACHISTIMA MYRSINITES, CASTILLEJA MINIATA, SENECIO INTEGERRIMUS. ENVELOPE CONTENTS:6 UMBELLETS IN FL, 1 IN FR",,,N,N,,Elroy Burnett,115,Mildred Arnot,25,6,1989,6/25/89,U.S.A.,Washington,Chelan,"LEAVENWORTH, 27 M NORTHERLY.","ROCKY SOIL, SE ASPECT.",,,,T29N R17E S21,,,,,,,,,,,,,,,,,,,,,,,
3169078,,NOCA,Vascular Plants,,,NOCA    8879,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,ONE BRANCH WITH FL AND FR; ONE PARTIAL ROOT. ASSOCIATED SP:PINUS PONDEROSA WOODS ENVELOPE CONTENTS:1 UMBELLET WITH FR,,,N,Y,,Elroy Burnett,101,,3,6,1989,6/3/89,U.S.A.,Washington,Chelan,"PLAIN, 1.5 M SOUTHERLY.",DRY GRAVELLY EXPOSED RIDGE.,,,,T26N R17E S24 NE4,,,,,,,,,,,,,,,,,,,,,,,
3973727,2e510d8c-25ee-4fe7-b5f1-109358ff4734,WS,,,,296177,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30751912.,vegetative,,N,N,,Margaret Wilson,,,11,7,1981,7/11/81,United States,Washington,Kittitas,Above Big Boulder Creek.,Talus slope.,4300 ft,4300,,,47.4425,-121.0575,Y,,,,Estimated,,,,,,,,,,,,,,,,
13007,e8efaa52-d67b-44fd-86b0-e185025a43df,WTU,Vascular Plants,,280662,,WTU-V-032257,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,"With Polystichum mohroides, Pellea glabella, Erigonum pyrolifolium, & Arctostaphylos nevadensis.",Flowers & Fruits,Native,N,Y,,P. Elvander,1000,,19,7,1980,,U.S.A.,Washington,Kittitas,Upper Cle Elum River above Fish Lake; at end of side trail going S from Paddy-go-easy Pass trail about 1-2 km from trailhead.,Steep serpentine talus. W slope.,4592 ft.,1400,,,47.53189,-121.06546,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
112764,ed90edcc-c89b-4bfa-8246-d773f66228da,WTU,Vascular Plants,,280689,,WTU-V-17099,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Material removed for genetic sequencing by J.F. Smith - Boise St. Univ. Mark Darrach 2/4/2016 at the University of Washington.,Fruits,Native,N,Y,,Patrick Elvander,1000,,19,7,1980,,U.S.A.,Washington,Kittitas,Upper Cle Elum River above Fish Lake; at end of side trail going south ffrom Paddy-go-easy Pass trail 1-2 Kilometers from trailhead.,"Steep serpentine talus slopes west slope. With Polystichum mohroides, pella glabella, Eriogonum pyrolifolium, & Arctostaphylos nevadensis.",4592 ft.,1400,,,47.529408,-121.062478,Y,WGS 84,1000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
2321991,c17ce89b-03ce-430f-a9de-d69bf2c360d4,HPSU,Vascular Plants,,14878,,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,,Ruth Martin Hansen,4590,,11,6,1977,,U.S.A.,Washington,Kittitas,N. of Ellensburg on Iron Creek road.,On talus slope.,,,,,,,,,,,,,,,,,,,,,,,,,,,
112074,934a3340-a7ba-4cf4-9f7d-b9d0e8fbad36,WTU,Vascular Plants,,355948,,WTU-V-032259,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,,Fruits,Native,N,Y,,David French,2518,,22,6,1964,,U.S.A.,Washington,Kittitas,East of De Roux Forest Camp; Wenatchee Mountains.,"On serpentine-peridotite; open slope, with loose rocks and soil.",,,,,47.418379,-120.926535,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
996457,d89f0e12-0f3d-465f-b1f5-8ce7332b24bc,ID,Vascular Plants,,127624,,ID128165,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Material collected for chemotaxonomic analysis.,Fruits,,N,Y,,David French,2518,,22,6,1964,,U.S.A.,Washington,Kittitas,E of De Roux Forest Camp; Wenatchee Mountains.,"On serpentine-peridotite; open slope, with loose rocks and soil.",,,,,,,,,,,,,,,,,,,,,,,,,,,
3974515,103d0998-1b4b-4571-b163-e37075255ea7,WS,,,,357708,,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,Material collected for chemotaxonomic analysis. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30752723.,flowering,,N,N,,David French,2518,,22,6,1964,,United States,Washington,Kittitas,E of De Roux Forest Camp; Wenatchee Mountains.,"Open slope, with loose rocks and soil.",,,,,47.417,-120.935,Y,,,,Estimated,,,,,,,,,,,,,,,,
112103,913ec484-282c-4bab-b74c-39e45fe665f4,WTU,Vascular Plants,,215316,,WTU-V-083697,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,,Fruits,Native,N,Y,,A. R. Kruckeberg,5298,,20,7,1961,,U.S.A.,Washington,Chelan,"Southeast-facing upper slope of Three Brothers Peak, just below lookout, on trail to Etienne Creek. [Place name updated due to harmful language].","On talus, on trail Whitebark pine (krummholz"") forest type. Serpentine", but with admixture of sandstone," gabbroic rock.""",,,,,47.427821,-120.761464,Y,WGS 84,1000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,
112773,f3d6cd71-bca7-410c-a12b-73b802fcf70d,WTU,Vascular Plants,,215313,,WTU-V-083634,,,PreservedSpecimen,Apiaceae,Lomatium cuspidatum,Lomatium cuspidatum,,Lomatium,,cuspidatum,,,,,,,,,,,,,,,,,,,N,,,Fruits,Native,N,Y,,A. R. Kruckeberg,5056,,8,7,1960,,U.S.A.,Washington,Kittitas,"1.5 miles up Ingalls Lake trail, upper North Fork of the Teanaway River.",Open steep serpentine slope.,,,,,47.45314,-120.69953,N,WGS 84,2400,Jim Duemmel,Digital Map,Invalid coordinates (located outside county bounds).,,,,,,,,,,,,,,,
