scientific_name,datetime,description,place_guess,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,uncertainty,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated,OccurrenceID,GUID,Herbarium,Accession,Family,Specimen.Notes,Phenology,Collector,Day.Collected,Month.Collected,Year.Collected,State.or.Province,County,Locality,Site.Description,Verbatim.Coordinates,Valid.LatLng,Original.Geodetic.Datum,Georeferenced.By,Georeference.Sources,Georeference.Remarks,was_wgs84,FID,geometry
Castilleja cryptantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059733,229bc4ac-aa9a-4440-be1f-9c1825835799,WS,,Orobanchaceae,Isotype. Proceedings of the Biological Society of Washington 50(56): 208-209. 1937. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30844205.,flowering,Francis W. Pennell,3,8,1937,Washington,Pierce,"Near Frozen Lake, Yakima Park, north of Mount Rainier.",Grassy meadow.,,Y,WGS84,aapeterson,GeoLocate,,TRUE,0,"c(-121.668383, 46.919552)"
Castilleja cryptantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4024892,47cb613d-db6a-41ea-b874-6d2195385cec,WS,,Orobanchaceae,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808407.,Flowering and Fruiting,J.M. Grant,NA,8,1925,Washington,Pierce,"Cascade Mountains"" [Mount Rainier National Park].""",,,Y,WGS84,Fertig,GeoLocate,,TRUE,0,"c(-121.705626, 46.860917)"
Castilleja cryptantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4024890,1c63a71c-ee2c-4ad2-94c3-6bceeaaf7e4a,WS,,Orobanchaceae,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808405.,Flowering and Fruiting,J.B. Flett,19,8,1919,Washington,Pierce,"Inter Glacier Basin, Mount Rainier National Park.",Wet grassy meadow.,,Y,WGS84,,,,TRUE,0,"c(-121.70056, 46.88778)"
Castilleja cryptantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4024891,f2fbf83b-afe8-4057-aa2b-214e132acd1f,WS,,Orobanchaceae,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808406.,Flowering and Fruiting,J.B. Flett,23,8,1902,Washington,Pierce,"Near Carbon Glacier. Mt Tacoma. [Mount Rainier, Mount Rainier National Park].",Stony slopes.,,Y,WGS84,,,,TRUE,0,"c(-121.77389, 46.94194)"
Chaenactis thompsonii,2024-07-15 09:56:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/232396390,https://inaturalist-open-data.s3.amazonaws.com/photos/412853042/medium.jpg,paintedbunting123,232396390,Thompson's Pincushion,Plantae,144057,1,0,2024/07/15 9:56 AM,2024-07-15,2024-07-15 16:56:00 UTC,Pacific Time (US & Canada),9,9,,NA,false,,,7732415,,2024-07-29 00:34:52 UTC,2024-08-13 19:31:42 UTC,research,CC-BY-NC,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9307333333, 47.4461833333)"
Chaenactis thompsonii,2024-07-15 09:55:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/232396389,https://inaturalist-open-data.s3.amazonaws.com/photos/412852873/medium.jpg,paintedbunting123,232396389,Thompson's Pincushion,Plantae,144057,1,0,2024/07/15 9:55 AM,2024-07-15,2024-07-15 16:55:00 UTC,Pacific Time (US & Canada),3,3,,NA,false,,,7732415,,2024-07-29 00:34:52 UTC,2024-08-13 19:31:52 UTC,research,CC-BY-NC,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9305277778, 47.4463416667)"
Chaenactis thompsonii,2024-07-02 14:56:00 -0700,"On serpentine soil.

scramble above Long's Pass, Wenatchee Mountains.","Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/227014808,https://inaturalist-open-data.s3.amazonaws.com/photos/402679823/medium.jpeg,brewbooks,227014808,Thompson's Pincushion,Plantae,144057,1,0,2024/07/02 2:56 PM,2024-07-02,2024-07-02 21:56:00 UTC,Pacific Time (US & Canada),10,10,,NA,false,,,8641,John Brew,2024-07-04 01:32:22 UTC,2024-07-06 19:19:01 UTC,research,CC-BY,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.92664, 47.449727)"
Chaenactis thompsonii,2024-06-27 12:23:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/225725758,https://inaturalist-open-data.s3.amazonaws.com/photos/400239561/medium.jpeg,jhorthos,225725758,Thompson's Pincushion,Plantae,144057,1,0,2024/06/27 12:23 PM,2024-06-27,2024-06-27 19:23:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2024-06-28 14:56:21 UTC,2025-01-25 22:45:17 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9274305556, 47.3884194444)"
Chaenactis thompsonii,2023-08-27 06:57:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/180971739,https://inaturalist-open-data.s3.amazonaws.com/photos/315328142/medium.jpeg,julegust,180971739,Thompson's Pincushion,Plantae,144057,1,0,2023/08/27 6:57 AM,2023-08-27,2023-08-27 13:57:00 UTC,Pacific Time (US & Canada),15,15,,NA,false,,,5754134,,2023-08-30 21:13:55 UTC,2023-09-03 02:17:05 UTC,research,CC-BY-NC,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9342995353, 47.4572003232)"
Chaenactis thompsonii,2023-07-26 13:57:00 -0700,Several smaller plants visible in last photo.,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/175238861,https://inaturalist-open-data.s3.amazonaws.com/photos/304522983/medium.jpeg,jhorthos,175238861,Thompson's Pincushion,Plantae,144057,1,0,2023/07/26 1:57 PM,2023-07-26,2023-07-26 20:57:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2023-07-27 17:31:42 UTC,2025-01-28 15:49:21 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8035361111, 47.4014777778)"
Chaenactis thompsonii,2023-07-26 13:54:00 -0700,"A small group of about 8 plants, the only ones I noticed on the Stafford Creek trail. There wasn't much serpentine scree, which this plant seems to prefer.

Dang I should have continued up to Navaho Peak but I did not. Apparently there are lots there.","Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/175237820,https://inaturalist-open-data.s3.amazonaws.com/photos/304520903/medium.jpeg,jhorthos,175237820,Thompson's Pincushion,Plantae,144057,1,0,2023/07/26 1:54 PM,2023-07-26,2023-07-26 20:54:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2023-07-27 17:25:24 UTC,2025-01-28 15:49:28 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8034055556, 47.4015861111)"
Chaenactis thompsonii,2023-07-23 10:16:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/174682402,https://inaturalist-open-data.s3.amazonaws.com/photos/303498657/medium.jpeg,jhorthos,174682402,Thompson's Pincushion,Plantae,144057,1,0,2023/07/23 10:16 AM,2023-07-23,2023-07-23 17:16:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2023-07-24 14:17:49 UTC,2023-08-11 21:26:34 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9258583333, 47.4216138889)"
Chaenactis thompsonii,2023-07-12 14:15:39 -0700,,"Kittitas County, US-WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/172624969,https://inaturalist-open-data.s3.amazonaws.com/photos/299695498/medium.jpeg,mylodon,172624969,Thompson's Pincushion,Plantae,144057,1,0,2023-07-12 14:15:39,2023-07-12,2023-07-12 21:15:39 UTC,Pacific Time (US & Canada),11,11,,NA,false,,,3352889,,2023-07-13 04:25:47 UTC,2023-07-18 18:44:06 UTC,research,CC-BY-NC,NA,2,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.80364435, 47.40157725)"
Chaenactis thompsonii,2022-09-03 19:20:52 -0700,,"Kittitas County, US-WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/144971309,https://inaturalist-open-data.s3.amazonaws.com/photos/248937730/medium.jpeg,okawenbotany,144971309,Thompson's Pincushion,Plantae,144057,2,0,2022-09-03 19:20:52,2022-09-03,2022-09-04 02:20:52 UTC,Pacific Time (US & Canada),9,9,,NA,false,,,5673961,,2022-12-24 07:31:49 UTC,2023-02-19 09:17:13 UTC,research,CC-BY-NC,NA,2,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.88265453, 47.41420133)"
Chaenactis thompsonii,2022-09-03 09:37:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/133621234,https://inaturalist-open-data.s3.amazonaws.com/photos/227629491/medium.jpeg,jhorthos,133621234,Thompson's Pincushion,Plantae,144057,1,0,2022/09/03 9:37 AM,2022-09-03,2022-09-03 16:37:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-09-04 15:26:02 UTC,2025-01-30 23:59:10 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9557361111, 47.4512944444)"
Chaenactis thompsonii,2022-08-26 18:20:45 -0700,,"Okanogan - Wenatchee National Forest, Leavenworth, WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/132608041,https://inaturalist-open-data.s3.amazonaws.com/photos/225821716/medium.jpg,sheriff_woody_pct,132608041,Chaenactis thompsonii,Plantae,144057,1,0,2022-08-26 18:20:45-07:00,2022-08-26,2022-08-27 01:20:45 UTC,Pacific Time (US & Canada),3,3,,NA,false,,,740297,Matt Berger,2022-08-28 16:13:09 UTC,2024-12-27 22:40:36 UTC,research,CC-BY,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9252383333, 47.44928)"
Chaenactis thompsonii,2022-08-26 18:05:38 -0700,,"Okanogan - Wenatchee National Forest, Cle Elum, WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/132607731,https://inaturalist-open-data.s3.amazonaws.com/photos/225821018/medium.jpg,sheriff_woody_pct,132607731,Chaenactis thompsonii,Plantae,144057,1,0,2022-08-26 18:05:38-07:00,2022-08-26,2022-08-27 01:05:38 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,740297,Matt Berger,2022-08-28 16:11:25 UTC,2024-12-27 21:42:01 UTC,research,CC-BY,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9266133333, 47.4456033333)"
Chaenactis thompsonii,2022-08-04 13:10:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129561027,https://inaturalist-open-data.s3.amazonaws.com/photos/220192843/medium.jpeg,jhorthos,129561027,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 1:10 PM,2022-08-04,2022-08-04 20:10:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 16:47:31 UTC,2025-01-31 17:39:09 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9268555556, 47.445)"
Chaenactis thompsonii,2022-08-04 13:18:00 -0700,along the abandoned road near the Longs Pass trail.,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129560567,https://inaturalist-open-data.s3.amazonaws.com/photos/220192171/medium.jpeg,jhorthos,129560567,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 1:18 PM,2022-08-04,2022-08-04 20:18:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 16:44:07 UTC,2025-01-31 17:39:45 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9276722222, 47.4449861111)"
Chaenactis thompsonii,2022-08-04 12:24:00 -0700,"the globally rare C. thompsonii is sometimes locally dominant. there are about 30 plants in the second picture, with only a few small grass-like clumps otherwise. observed on the abandoned road that crosses Longs Pass near the current foot trail.","Chelan County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129558037,https://inaturalist-open-data.s3.amazonaws.com/photos/220187906/medium.jpeg,jhorthos,129558037,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 12:24 PM,2022-08-04,2022-08-04 19:24:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 16:24:01 UTC,2025-01-31 17:40:17 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9214305556, 47.4483416667)"
Chaenactis thompsonii,2022-08-04 12:22:00 -0700,on the ridge E/SE of Longs Pass,"Chelan County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129557481,https://inaturalist-open-data.s3.amazonaws.com/photos/220187238/medium.jpeg,jhorthos,129557481,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 12:22 PM,2022-08-04,2022-08-04 19:22:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 16:20:23 UTC,2025-01-31 17:40:25 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9217527778, 47.4482944444)"
Chaenactis thompsonii,2022-08-04 11:13:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129553999,https://inaturalist-open-data.s3.amazonaws.com/photos/220180677/medium.jpeg,jhorthos,129553999,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 11:13 AM,2022-08-04,2022-08-04 18:13:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 15:48:23 UTC,2025-01-31 17:41:39 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9257666667, 47.4475638889)"
Chaenactis thompsonii,2022-08-04 10:46:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129551686,https://inaturalist-open-data.s3.amazonaws.com/photos/220176605/medium.jpeg,jhorthos,129551686,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 10:46 AM,2022-08-04,2022-08-04 17:46:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 15:28:10 UTC,2022-09-05 22:17:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9265277778, 47.4457722222)"
Chaenactis thompsonii,2022-08-04 10:45:00 -0700,mixed among bona fide Chaenactis thompsonii were several paler green plants mostly not flowering. https://www.inaturalist.org/observations/129551686 is a normal C. thompsonii a few feet away (there were many others as well). color rendition for these two observations corresponds well with my memory.,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129551532,https://inaturalist-open-data.s3.amazonaws.com/photos/220176204/medium.jpeg,jhorthos,129551532,Thompson's Pincushion,Plantae,144057,0,0,2022/08/04 10:45 AM,2022-08-04,2022-08-04 17:45:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 15:26:27 UTC,2024-12-27 03:12:54 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9264611111, 47.4457888889)"
Chaenactis thompsonii,2022-08-04 10:43:00 -0700,a bit bedraggled but flowering. might have gotten stomped on early in growth - almost on trail,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/129549106,https://inaturalist-open-data.s3.amazonaws.com/photos/220172033/medium.jpeg,jhorthos,129549106,Thompson's Pincushion,Plantae,144057,1,0,2022/08/04 10:43 AM,2022-08-04,2022-08-04 17:43:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-08-05 15:05:38 UTC,2025-01-31 17:42:53 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.9266277778, 47.4456777778)"
Chaenactis thompsonii,2022-08-02 12:02:30 -0700,,"Okanogan - Wenatchee National Forest, Leavenworth, WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/129370493,https://inaturalist-open-data.s3.amazonaws.com/photos/219843529/medium.jpg,jareddodson,129370493,Thompson's Pincushion,Plantae,144057,2,0,2022-08-02 12:02:30-07:00,2022-08-02,2022-08-02 19:02:30 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2022-08-04 03:39:49 UTC,2023-07-27 17:33:49 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8062216667, 47.4213416667)"
Chaenactis thompsonii,2022-08-02 11:56:47 -0700,,"Okanogan - Wenatchee National Forest, Leavenworth, WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/129370270,https://inaturalist-open-data.s3.amazonaws.com/photos/219842994/medium.jpg,jareddodson,129370270,Thompson's Pincushion,Plantae,144057,2,0,2022-08-02 11:56:47-07:00,2022-08-02,2022-08-02 18:56:47 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2022-08-04 03:37:09 UTC,2023-07-27 17:33:18 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.80687, 47.4209366667)"
Chaenactis thompsonii,2022-08-02 11:53:58 -0700,,"Okanogan - Wenatchee National Forest, Leavenworth, WA, US",,Thompson's Pincushion,https://www.inaturalist.org/observations/129369813,https://inaturalist-open-data.s3.amazonaws.com/photos/219842191/medium.jpg,jareddodson,129369813,Thompson's Pincushion,Plantae,144057,1,0,2022-08-02 11:53:58-07:00,2022-08-02,2022-08-02 18:53:58 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,3448676,,2022-08-04 03:32:19 UTC,2022-08-04 05:20:41 UTC,research,CC-BY-NC,NA,3,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8070833333, 47.4208616667)"
Chaenactis thompsonii,2022-07-28 14:16:00 -0700,"4 plants visible, plus P. lemmonii and A. aleuticum near the top.","Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128467023,https://inaturalist-open-data.s3.amazonaws.com/photos/218215172/medium.jpeg,jhorthos,128467023,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 2:16 PM,2022-07-28,2022-07-28 21:16:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:10:28 UTC,2022-09-05 22:17:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8811638889, 47.4124444444)"
Chaenactis thompsonii,2022-07-28 14:04:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128466933,https://inaturalist-open-data.s3.amazonaws.com/photos/218215092/medium.jpeg,jhorthos,128466933,Thompson's Pincushion,Plantae,144057,2,0,2022/07/28 2:04 PM,2022-07-28,2022-07-28 21:04:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:10:10 UTC,2022-09-05 22:17:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8825694444, 47.4142611111)"
Chaenactis thompsonii,2022-07-28 14:00:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128466877,https://inaturalist-open-data.s3.amazonaws.com/photos/218214946/medium.jpeg,jhorthos,128466877,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 2:00 PM,2022-07-28,2022-07-28 21:00:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:09:44 UTC,2025-01-31 18:01:59 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8827888889, 47.4148027778)"
Chaenactis thompsonii,2022-07-28 13:56:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128466343,https://inaturalist-open-data.s3.amazonaws.com/photos/218214101/medium.jpeg,jhorthos,128466343,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 1:56 PM,2022-07-28,2022-07-28 20:56:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:06:27 UTC,2025-01-31 18:02:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8828805556, 47.4151083333)"
Chaenactis thompsonii,2022-07-28 12:46:00 -0700,"young plant, possibly seedling from this year?","Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128465814,https://inaturalist-open-data.s3.amazonaws.com/photos/218213218/medium.jpeg,jhorthos,128465814,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 12:46 PM,2022-07-28,2022-07-28 19:46:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:03:20 UTC,2022-09-05 22:17:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8828361111, 47.4149388889)"
Chaenactis thompsonii,2022-07-28 12:43:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128465629,https://inaturalist-open-data.s3.amazonaws.com/photos/218212992/medium.jpeg,jhorthos,128465629,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 12:43 PM,2022-07-28,2022-07-28 19:43:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:02:11 UTC,2025-01-31 18:02:46 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.882675, 47.4146527778)"
Chaenactis thompsonii,2022-07-28 12:42:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128465512,https://inaturalist-open-data.s3.amazonaws.com/photos/218212631/medium.jpeg,jhorthos,128465512,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 12:42 PM,2022-07-28,2022-07-28 19:42:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 16:01:14 UTC,2025-01-31 18:02:56 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8826222222, 47.4144611111)"
Chaenactis thompsonii,2022-07-28 12:38:00 -0700,,"Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128464826,https://inaturalist-open-data.s3.amazonaws.com/photos/218211374/medium.jpeg,jhorthos,128464826,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 12:38 PM,2022-07-28,2022-07-28 19:38:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 15:56:11 UTC,2022-09-05 22:17:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8824777778, 47.4141166667)"
Chaenactis thompsonii,2022-07-28 12:17:00 -0700,"many plants in area are flowering, this one is not, but it was the first I saw in a 500 meter section of this trail where C. thompsonii is common.","Kittitas County, WA, USA",,Thompson's Pincushion,https://www.inaturalist.org/observations/128464015,https://inaturalist-open-data.s3.amazonaws.com/photos/218209982/medium.jpeg,jhorthos,128464015,Thompson's Pincushion,Plantae,144057,1,0,2022/07/28 12:17 PM,2022-07-28,2022-07-28 19:17:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1094975,James H. Thomas,2022-07-29 15:51:21 UTC,2022-09-05 22:17:11 UTC,research,CC0,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"c(-120.8812416667, 47.4122722222)"
